"patch_number","pixel_id","patch_size","env","x","y"
NA,1060,NA,1,22,10
NA,1061,NA,1,22,11
NA,1062,NA,1,22,12
NA,1063,NA,1,22,13
NA,1064,NA,1,22,14
NA,1065,NA,1,22,15
NA,1066,NA,1,22,16
NA,1067,NA,1,22,17
28,1068,21,10,22,18
28,1069,21,10,22,19
NA,1070,NA,1,22,20
33,1071,45,10,22,21
33,1072,45,10,22,22
33,1073,45,10,22,23
33,1074,45,10,22,24
33,1075,45,10,22,25
33,1076,45,10,22,26
33,1077,45,10,22,27
33,1078,45,10,22,28
33,1079,45,10,22,29
NA,1080,NA,1,22,30
NA,1081,NA,1,22,31
NA,1082,NA,1,22,32
NA,1083,NA,1,22,33
NA,1084,NA,1,22,34
NA,1085,NA,1,22,35
NA,1086,NA,1,22,36
34,1087,31,10,22,37
34,1088,31,10,22,38
34,1089,31,10,22,39
34,1090,31,10,22,40
34,1091,31,10,22,41
34,1092,31,10,22,42
34,1093,31,10,22,43
34,1094,31,10,22,44
NA,1095,NA,1,22,45
5,1096,34,10,22,46
5,1097,34,10,22,47
5,1098,34,10,22,48
5,1099,34,10,22,49
5,1100,34,10,22,50
18,1101,33,10,23,1
18,1102,33,10,23,2
18,1103,33,10,23,3
NA,1104,NA,1,23,4
11,1105,32,10,23,5
11,1106,32,10,23,6
11,1107,32,10,23,7
11,1108,32,10,23,8
11,1109,32,10,23,9
NA,1110,NA,1,23,10
NA,1111,NA,1,23,11
NA,1112,NA,1,23,12
NA,1113,NA,1,23,13
NA,1114,NA,1,23,14
NA,1115,NA,1,23,15
NA,1116,NA,1,23,16
NA,1117,NA,1,23,17
NA,1118,NA,1,23,18
NA,1119,NA,1,23,19
NA,1120,NA,1,23,20
33,1121,45,10,23,21
33,1122,45,10,23,22
33,1123,45,10,23,23
33,1124,45,10,23,24
33,1125,45,10,23,25
33,1126,45,10,23,26
33,1127,45,10,23,27
33,1128,45,10,23,28
33,1129,45,10,23,29
NA,1130,NA,1,23,30
NA,1131,NA,1,23,31
NA,1132,NA,1,23,32
NA,1133,NA,1,23,33
NA,1134,NA,1,23,34
NA,1135,NA,1,23,35
NA,1136,NA,1,23,36
NA,1137,NA,1,23,37
NA,1138,NA,1,23,38
34,1139,31,10,23,39
34,1140,31,10,23,40
34,1141,31,10,23,41
34,1142,31,10,23,42
34,1143,31,10,23,43
NA,1144,NA,1,23,44
NA,1145,NA,1,23,45
NA,1146,NA,1,23,46
5,1147,34,10,23,47
5,1148,34,10,23,48
5,1149,34,10,23,49
5,1150,34,10,23,50
NA,1151,NA,1,24,1
18,1152,33,10,24,2
NA,1153,NA,1,24,3
11,1154,32,10,24,4
11,1155,32,10,24,5
11,1156,32,10,24,6
11,1157,32,10,24,7
11,1158,32,10,24,8
11,1159,32,10,24,9
11,1160,32,10,24,10
NA,1161,NA,1,24,11
NA,1162,NA,1,24,12
NA,1163,NA,1,24,13
NA,1164,NA,1,24,14
NA,1165,NA,1,24,15
NA,1166,NA,1,24,16
NA,1167,NA,1,24,17
NA,1168,NA,1,24,18
NA,1169,NA,1,24,19
NA,1170,NA,1,24,20
33,1171,45,10,24,21
33,1172,45,10,24,22
33,1173,45,10,24,23
33,1174,45,10,24,24
33,1175,45,10,24,25
33,1176,45,10,24,26
33,1177,45,10,24,27
33,1178,45,10,24,28
2,1179,19,10,24,29
NA,1180,NA,1,24,30
NA,1181,NA,1,24,31
NA,1182,NA,1,24,32
NA,1183,NA,1,24,33
NA,1184,NA,1,24,34
NA,1185,NA,1,24,35
NA,1186,NA,1,24,36
NA,1187,NA,1,24,37
NA,1188,NA,1,24,38
NA,1189,NA,1,24,39
34,1190,31,10,24,40
7,1191,40,10,24,41
NA,1192,NA,1,24,42
NA,1193,NA,1,24,43
NA,1194,NA,1,24,44
NA,1195,NA,1,24,45
NA,1196,NA,1,24,46
5,1197,34,10,24,47
5,1198,34,10,24,48
5,1199,34,10,24,49
5,1200,34,10,24,50
NA,1201,NA,1,25,1
NA,1202,NA,1,25,2
NA,1203,NA,1,25,3
NA,1204,NA,1,25,4
11,1205,32,10,25,5
11,1206,32,10,25,6
11,1207,32,10,25,7
11,1208,32,10,25,8
11,1209,32,10,25,9
11,1210,32,10,25,10
NA,1211,NA,1,25,11
NA,1212,NA,1,25,12
NA,1213,NA,1,25,13
NA,1214,NA,1,25,14
NA,1215,NA,1,25,15
NA,1216,NA,1,25,16
NA,1217,NA,1,25,17
NA,1218,NA,1,25,18
NA,1219,NA,1,25,19
NA,1220,NA,1,25,20
21,1221,36,10,25,21
33,1222,45,10,25,22
33,1223,45,10,25,23
33,1224,45,10,25,24
33,1225,45,10,25,25
2,1226,19,10,25,26
2,1227,19,10,25,27
2,1228,19,10,25,28
2,1229,19,10,25,29
2,1230,19,10,25,30
NA,1231,NA,1,25,31
NA,1232,NA,1,25,32
NA,1233,NA,1,25,33
NA,1234,NA,1,25,34
NA,1235,NA,1,25,35
NA,1236,NA,1,25,36
NA,1237,NA,1,25,37
NA,1238,NA,1,25,38
NA,1239,NA,1,25,39
7,1240,40,10,25,40
7,1241,40,10,25,41
7,1242,40,10,25,42
NA,1243,NA,1,25,43
NA,1244,NA,1,25,44
NA,1245,NA,1,25,45
NA,1246,NA,1,25,46
NA,1247,NA,1,25,47
5,1248,34,10,25,48
5,1249,34,10,25,49
NA,1250,NA,1,25,50
NA,1251,NA,1,26,1
NA,1252,NA,1,26,2
25,1253,8,10,26,3
11,1254,32,10,26,4
11,1255,32,10,26,5
11,1256,32,10,26,6
11,1257,32,10,26,7
11,1258,32,10,26,8
11,1259,32,10,26,9
NA,1260,NA,1,26,10
NA,1261,NA,1,26,11
NA,1262,NA,1,26,12
NA,1263,NA,1,26,13
NA,1264,NA,1,26,14
26,1265,26,10,26,15
NA,1266,NA,1,26,16
NA,1267,NA,1,26,17
NA,1268,NA,1,26,18
NA,1269,NA,1,26,19
21,1270,36,10,26,20
21,1271,36,10,26,21
21,1272,36,10,26,22
33,1273,45,10,26,23
33,1274,45,10,26,24
2,1275,19,10,26,25
2,1276,19,10,26,26
2,1277,19,10,26,27
2,1278,19,10,26,28
2,1279,19,10,26,29
2,1280,19,10,26,30
NA,1281,NA,1,26,31
NA,1282,NA,1,26,32
NA,1283,NA,1,26,33
NA,1284,NA,1,26,34
NA,1285,NA,1,26,35
NA,1286,NA,1,26,36
NA,1287,NA,1,26,37
NA,1288,NA,1,26,38
7,1289,40,10,26,39
7,1290,40,10,26,40
7,1291,40,10,26,41
7,1292,40,10,26,42
7,1293,40,10,26,43
NA,1294,NA,1,26,44
NA,1295,NA,1,26,45
NA,1296,NA,1,26,46
NA,1297,NA,1,26,47
NA,1298,NA,1,26,48
NA,1299,NA,1,26,49
NA,1300,NA,1,26,50
NA,1301,NA,1,27,1
25,1302,8,10,27,2
25,1303,8,10,27,3
25,1304,8,10,27,4
11,1305,32,10,27,5
11,1306,32,10,27,6
11,1307,32,10,27,7
11,1308,32,10,27,8
11,1309,32,10,27,9
11,1310,32,10,27,10
NA,1311,NA,1,27,11
NA,1312,NA,1,27,12
NA,1313,NA,1,27,13
26,1314,26,10,27,14
26,1315,26,10,27,15
26,1316,26,10,27,16
NA,1317,NA,1,27,17
NA,1318,NA,1,27,18
21,1319,36,10,27,19
21,1320,36,10,27,20
21,1321,36,10,27,21
21,1322,36,10,27,22
21,1323,36,10,27,23
21,1324,36,10,27,24
2,1325,19,10,27,25
2,1326,19,10,27,26
2,1327,19,10,27,27
2,1328,19,10,27,28
2,1329,19,10,27,29
NA,1330,NA,1,27,30
NA,1331,NA,1,27,31
NA,1332,NA,1,27,32
NA,1333,NA,1,27,33
NA,1334,NA,1,27,34
NA,1335,NA,1,27,35
NA,1336,NA,1,27,36
NA,1337,NA,1,27,37
7,1338,40,10,27,38
7,1339,40,10,27,39
7,1340,40,10,27,40
7,1341,40,10,27,41
7,1342,40,10,27,42
7,1343,40,10,27,43
7,1344,40,10,27,44
7,1345,40,10,27,45
7,1346,40,10,27,46
NA,1347,NA,1,27,47
NA,1348,NA,1,27,48
NA,1349,NA,1,27,49
NA,1350,NA,1,27,50
NA,1351,NA,1,28,1
25,1352,8,10,28,2
25,1353,8,10,28,3
25,1354,8,10,28,4
NA,1355,NA,1,28,5
NA,1356,NA,1,28,6
NA,1357,NA,1,28,7
11,1358,32,10,28,8
11,1359,32,10,28,9
NA,1360,NA,1,28,10
NA,1361,NA,1,28,11
NA,1362,NA,1,28,12
NA,1363,NA,1,28,13
26,1364,26,10,28,14
26,1365,26,10,28,15
26,1366,26,10,28,16
NA,1367,NA,1,28,17
21,1368,36,10,28,18
21,1369,36,10,28,19
21,1370,36,10,28,20
21,1371,36,10,28,21
21,1372,36,10,28,22
21,1373,36,10,28,23
21,1374,36,10,28,24
21,1375,36,10,28,25
2,1376,19,10,28,26
2,1377,19,10,28,27
24,1378,43,10,28,28
24,1379,43,10,28,29
24,1380,43,10,28,30
NA,1381,NA,1,28,31
NA,1382,NA,1,28,32
NA,1383,NA,1,28,33
NA,1384,NA,1,28,34
NA,1385,NA,1,28,35
NA,1386,NA,1,28,36
NA,1387,NA,1,28,37
7,1388,40,10,28,38
7,1389,40,10,28,39
7,1390,40,10,28,40
7,1391,40,10,28,41
7,1392,40,10,28,42
7,1393,40,10,28,43
7,1394,40,10,28,44
7,1395,40,10,28,45
7,1396,40,10,28,46
7,1397,40,10,28,47
NA,1398,NA,1,28,48
NA,1399,NA,1,28,49
NA,1400,NA,1,28,50
NA,1401,NA,1,29,1
NA,1402,NA,1,29,2
25,1403,8,10,29,3
NA,1404,NA,1,29,4
35,1405,26,10,29,5
NA,1406,NA,1,29,6
NA,1407,NA,1,29,7
NA,1408,NA,1,29,8
NA,1409,NA,1,29,9
NA,1410,NA,1,29,10
NA,1411,NA,1,29,11
NA,1412,NA,1,29,12
NA,1413,NA,1,29,13
26,1414,26,10,29,14
26,1415,26,10,29,15
26,1416,26,10,29,16
NA,1417,NA,1,29,17
21,1418,36,10,29,18
21,1419,36,10,29,19
21,1420,36,10,29,20
21,1421,36,10,29,21
21,1422,36,10,29,22
21,1423,36,10,29,23
21,1424,36,10,29,24
21,1425,36,10,29,25
21,1426,36,10,29,26
24,1427,43,10,29,27
24,1428,43,10,29,28
24,1429,43,10,29,29
24,1430,43,10,29,30
24,1431,43,10,29,31
NA,1432,NA,1,29,32
NA,1433,NA,1,29,33
NA,1434,NA,1,29,34
NA,1435,NA,1,29,35
NA,1436,NA,1,29,36
NA,1437,NA,1,29,37
7,1438,40,10,29,38
7,1439,40,10,29,39
7,1440,40,10,29,40
7,1441,40,10,29,41
7,1442,40,10,29,42
7,1443,40,10,29,43
7,1444,40,10,29,44
7,1445,40,10,29,45
7,1446,40,10,29,46
NA,1447,NA,1,29,47
NA,1448,NA,1,29,48
NA,1449,NA,1,29,49
NA,1450,NA,1,29,50
NA,1451,NA,1,30,1
35,1452,26,10,30,2
35,1453,26,10,30,3
35,1454,26,10,30,4
35,1455,26,10,30,5
35,1456,26,10,30,6
NA,1457,NA,1,30,7
NA,1458,NA,1,30,8
NA,1459,NA,1,30,9
NA,1460,NA,1,30,10
NA,1461,NA,1,30,11
NA,1462,NA,1,30,12
26,1463,26,10,30,13
26,1464,26,10,30,14
26,1465,26,10,30,15
26,1466,26,10,30,16
26,1467,26,10,30,17
NA,1468,NA,1,30,18
21,1469,36,10,30,19
21,1470,36,10,30,20
21,1471,36,10,30,21
21,1472,36,10,30,22
NA,1473,NA,1,30,23
21,1474,36,10,30,24
21,1475,36,10,30,25
21,1476,36,10,30,26
24,1477,43,10,30,27
24,1478,43,10,30,28
24,1479,43,10,30,29
24,1480,43,10,30,30
24,1481,43,10,30,31
24,1482,43,10,30,32
24,1483,43,10,30,33
24,1484,43,10,30,34
NA,1485,NA,1,30,35
NA,1486,NA,1,30,36
NA,1487,NA,1,30,37
NA,1488,NA,1,30,38
7,1489,40,10,30,39
NA,1490,NA,1,30,40
NA,1491,NA,1,30,41
7,1492,40,10,30,42
7,1493,40,10,30,43
NA,1494,NA,1,30,44
NA,1495,NA,1,30,45
NA,1496,NA,1,30,46
NA,1497,NA,1,30,47
NA,1498,NA,1,30,48
NA,1499,NA,1,30,49
NA,1500,NA,1,30,50
35,1501,26,10,31,1
35,1502,26,10,31,2
35,1503,26,10,31,3
35,1504,26,10,31,4
35,1505,26,10,31,5
35,1506,26,10,31,6
NA,1507,NA,1,31,7
NA,1508,NA,1,31,8
NA,1509,NA,1,31,9
NA,1510,NA,1,31,10
NA,1511,NA,1,31,11
26,1512,26,10,31,12
26,1513,26,10,31,13
26,1514,26,10,31,14
26,1515,26,10,31,15
26,1516,26,10,31,16
26,1517,26,10,31,17
NA,1518,NA,1,31,18
NA,1519,NA,1,31,19
NA,1520,NA,1,31,20
21,1521,36,10,31,21
NA,1522,NA,1,31,22
NA,1523,NA,1,31,23
NA,1524,NA,1,31,24
21,1525,36,10,31,25
24,1526,43,10,31,26
24,1527,43,10,31,27
24,1528,43,10,31,28
24,1529,43,10,31,29
24,1530,43,10,31,30
24,1531,43,10,31,31
24,1532,43,10,31,32
24,1533,43,10,31,33
24,1534,43,10,31,34
24,1535,43,10,31,35
NA,1536,NA,1,31,36
NA,1537,NA,1,31,37
NA,1538,NA,1,31,38
NA,1539,NA,1,31,39
NA,1540,NA,1,31,40
NA,1541,NA,1,31,41
NA,1542,NA,1,31,42
NA,1543,NA,1,31,43
NA,1544,NA,1,31,44
NA,1545,NA,1,31,45
NA,1546,NA,1,31,46
NA,1547,NA,1,31,47
NA,1548,NA,1,31,48
NA,1549,NA,1,31,49
NA,1550,NA,1,31,50
35,1551,26,10,32,1
35,1552,26,10,32,2
35,1553,26,10,32,3
35,1554,26,10,32,4
35,1555,26,10,32,5
NA,1556,NA,1,32,6
NA,1557,NA,1,32,7
32,1558,19,10,32,8
32,1559,19,10,32,9
32,1560,19,10,32,10
NA,1561,NA,1,32,11
NA,1562,NA,1,32,12
26,1563,26,10,32,13
26,1564,26,10,32,14
26,1565,26,10,32,15
26,1566,26,10,32,16
NA,1567,NA,1,32,17
NA,1568,NA,1,32,18
NA,1569,NA,1,32,19
NA,1570,NA,1,32,20
NA,1571,NA,1,32,21
NA,1572,NA,1,32,22
NA,1573,NA,1,32,23
NA,1574,NA,1,32,24
NA,1575,NA,1,32,25
24,1576,43,10,32,26
24,1577,43,10,32,27
24,1578,43,10,32,28
24,1579,43,10,32,29
24,1580,43,10,32,30
24,1581,43,10,32,31
24,1582,43,10,32,32
24,1583,43,10,32,33
24,1584,43,10,32,34
NA,1585,NA,1,32,35
NA,1586,NA,1,32,36
NA,1587,NA,1,32,37
NA,1588,NA,1,32,38
NA,1589,NA,1,32,39
NA,1590,NA,1,32,40
NA,1591,NA,1,32,41
NA,1592,NA,1,32,42
NA,1593,NA,1,32,43
NA,1594,NA,1,32,44
NA,1595,NA,1,32,45
NA,1596,NA,1,32,46
NA,1597,NA,1,32,47
NA,1598,NA,1,32,48
NA,1599,NA,1,32,49
NA,1600,NA,1,32,50
35,1601,26,10,33,1
35,1602,26,10,33,2
35,1603,26,10,33,3
35,1604,26,10,33,4
NA,1605,NA,1,33,5
NA,1606,NA,1,33,6
32,1607,19,10,33,7
32,1608,19,10,33,8
32,1609,19,10,33,9
32,1610,19,10,33,10
32,1611,19,10,33,11
NA,1612,NA,1,33,12
NA,1613,NA,1,33,13
NA,1614,NA,1,33,14
26,1615,26,10,33,15
NA,1616,NA,1,33,16
NA,1617,NA,1,33,17
NA,1618,NA,1,33,18
NA,1619,NA,1,33,19
NA,1620,NA,1,33,20
NA,1621,NA,1,33,21
NA,1622,NA,1,33,22
NA,1623,NA,1,33,23
NA,1624,NA,1,33,24
NA,1625,NA,1,33,25
NA,1626,NA,1,33,26
24,1627,43,10,33,27
24,1628,43,10,33,28
24,1629,43,10,33,29
24,1630,43,10,33,30
24,1631,43,10,33,31
24,1632,43,10,33,32
NA,1633,NA,1,33,33
NA,1634,NA,1,33,34
NA,1635,NA,1,33,35
NA,1636,NA,1,33,36
NA,1637,NA,1,33,37
NA,1638,NA,1,33,38
NA,1639,NA,1,33,39
NA,1640,NA,1,33,40
NA,1641,NA,1,33,41
NA,1642,NA,1,33,42
NA,1643,NA,1,33,43
NA,1644,NA,1,33,44
NA,1645,NA,1,33,45
NA,1646,NA,1,33,46
NA,1647,NA,1,33,47
NA,1648,NA,1,33,48
NA,1649,NA,1,33,49
NA,1650,NA,1,33,50
35,1651,26,10,34,1
35,1652,26,10,34,2
35,1653,26,10,34,3
NA,1654,NA,1,34,4
NA,1655,NA,1,34,5
NA,1656,NA,1,34,6
NA,1657,NA,1,34,7
32,1658,19,10,34,8
32,1659,19,10,34,9
32,1660,19,10,34,10
32,1661,19,10,34,11
NA,1662,NA,1,34,12
NA,1663,NA,1,34,13
NA,1664,NA,1,34,14
NA,1665,NA,1,34,15
NA,1666,NA,1,34,16
NA,1667,NA,1,34,17
NA,1668,NA,1,34,18
NA,1669,NA,1,34,19
NA,1670,NA,1,34,20
NA,1671,NA,1,34,21
NA,1672,NA,1,34,22
NA,1673,NA,1,34,23
NA,1674,NA,1,34,24
NA,1675,NA,1,34,25
NA,1676,NA,1,34,26
24,1677,43,10,34,27
24,1678,43,10,34,28
22,1679,30,10,34,29
22,1680,30,10,34,30
NA,1681,NA,1,34,31
NA,1682,NA,1,34,32
NA,1683,NA,1,34,33
NA,1684,NA,1,34,34
NA,1685,NA,1,34,35
NA,1686,NA,1,34,36
NA,1687,NA,1,34,37
NA,1688,NA,1,34,38
NA,1689,NA,1,34,39
NA,1690,NA,1,34,40
NA,1691,NA,1,34,41
NA,1692,NA,1,34,42
NA,1693,NA,1,34,43
NA,1694,NA,1,34,44
NA,1695,NA,1,34,45
NA,1696,NA,1,34,46
NA,1697,NA,1,34,47
NA,1698,NA,1,34,48
NA,1699,NA,1,34,49
NA,1700,NA,1,34,50
35,1701,26,10,35,1
35,1702,26,10,35,2
NA,1703,NA,1,35,3
NA,1704,NA,1,35,4
NA,1705,NA,1,35,5
NA,1706,NA,1,35,6
30,1707,39,10,35,7
32,1708,19,10,35,8
32,1709,19,10,35,9
32,1710,19,10,35,10
32,1711,19,10,35,11
3,1712,37,10,35,12
NA,1713,NA,1,35,13
3,1714,37,10,35,14
NA,1715,NA,1,35,15
NA,1716,NA,1,35,16
NA,1717,NA,1,35,17
NA,1718,NA,1,35,18
NA,1719,NA,1,35,19
NA,1720,NA,1,35,20
NA,1721,NA,1,35,21
NA,1722,NA,1,35,22
NA,1723,NA,1,35,23
NA,1724,NA,1,35,24
NA,1725,NA,1,35,25
NA,1726,NA,1,35,26
NA,1727,NA,1,35,27
22,1728,30,10,35,28
22,1729,30,10,35,29
22,1730,30,10,35,30
22,1731,30,10,35,31
NA,1732,NA,1,35,32
NA,1733,NA,1,35,33
NA,1734,NA,1,35,34
NA,1735,NA,1,35,35
NA,1736,NA,1,35,36
NA,1737,NA,1,35,37
NA,1738,NA,1,35,38
NA,1739,NA,1,35,39
NA,1740,NA,1,35,40
NA,1741,NA,1,35,41
NA,1742,NA,1,35,42
NA,1743,NA,1,35,43
NA,1744,NA,1,35,44
NA,1745,NA,1,35,45
NA,1746,NA,1,35,46
NA,1747,NA,1,35,47
NA,1748,NA,1,35,48
NA,1749,NA,1,35,49
NA,1750,NA,1,35,50
30,1751,39,10,36,1
30,1752,39,10,36,2
NA,1753,NA,1,36,3
30,1754,39,10,36,4
30,1755,39,10,36,5
30,1756,39,10,36,6
30,1757,39,10,36,7
30,1758,39,10,36,8
32,1759,19,10,36,9
32,1760,19,10,36,10
3,1761,37,10,36,11
3,1762,37,10,36,12
3,1763,37,10,36,13
3,1764,37,10,36,14
3,1765,37,10,36,15
NA,1766,NA,1,36,16
NA,1767,NA,1,36,17
NA,1768,NA,1,36,18
NA,1769,NA,1,36,19
NA,1770,NA,1,36,20
NA,1771,NA,1,36,21
NA,1772,NA,1,36,22
NA,1773,NA,1,36,23
NA,1774,NA,1,36,24
NA,1775,NA,1,36,25
NA,1776,NA,1,36,26
NA,1777,NA,1,36,27
22,1778,30,10,36,28
22,1779,30,10,36,29
22,1780,30,10,36,30
22,1781,30,10,36,31
NA,1782,NA,1,36,32
NA,1783,NA,1,36,33
NA,1784,NA,1,36,34
NA,1785,NA,1,36,35
NA,1786,NA,1,36,36
NA,1787,NA,1,36,37
NA,1788,NA,1,36,38
NA,1789,NA,1,36,39
NA,1790,NA,1,36,40
NA,1791,NA,1,36,41
NA,1792,NA,1,36,42
NA,1793,NA,1,36,43
NA,1794,NA,1,36,44
NA,1795,NA,1,36,45
NA,1796,NA,1,36,46
NA,1797,NA,1,36,47
NA,1798,NA,1,36,48
NA,1799,NA,1,36,49
NA,1800,NA,1,36,50
30,1801,39,10,37,1
30,1802,39,10,37,2
30,1803,39,10,37,3
30,1804,39,10,37,4
30,1805,39,10,37,5
30,1806,39,10,37,6
30,1807,39,10,37,7
30,1808,39,10,37,8
32,1809,19,10,37,9
3,1810,37,10,37,10
3,1811,37,10,37,11
3,1812,37,10,37,12
3,1813,37,10,37,13
3,1814,37,10,37,14
3,1815,37,10,37,15
3,1816,37,10,37,16
NA,1817,NA,1,37,17
NA,1818,NA,1,37,18
NA,1819,NA,1,37,19
NA,1820,NA,1,37,20
NA,1821,NA,1,37,21
NA,1822,NA,1,37,22
NA,1823,NA,1,37,23
NA,1824,NA,1,37,24
NA,1825,NA,1,37,25
NA,1826,NA,1,37,26
NA,1827,NA,1,37,27
22,1828,30,10,37,28
22,1829,30,10,37,29
22,1830,30,10,37,30
22,1831,30,10,37,31
22,1832,30,10,37,32
NA,1833,NA,1,37,33
NA,1834,NA,1,37,34
NA,1835,NA,1,37,35
NA,1836,NA,1,37,36
NA,1837,NA,1,37,37
NA,1838,NA,1,37,38
NA,1839,NA,1,37,39
NA,1840,NA,1,37,40
NA,1841,NA,1,37,41
NA,1842,NA,1,37,42
NA,1843,NA,1,37,43
NA,1844,NA,1,37,44
NA,1845,NA,1,37,45
NA,1846,NA,1,37,46
NA,1847,NA,1,37,47
NA,1848,NA,1,37,48
NA,1849,NA,1,37,49
NA,1850,NA,1,37,50
30,1851,39,10,38,1
30,1852,39,10,38,2
30,1853,39,10,38,3
30,1854,39,10,38,4
30,1855,39,10,38,5
30,1856,39,10,38,6
30,1857,39,10,38,7
NA,1858,NA,1,38,8
NA,1859,NA,1,38,9
NA,1860,NA,1,38,10
3,1861,37,10,38,11
3,1862,37,10,38,12
3,1863,37,10,38,13
3,1864,37,10,38,14
3,1865,37,10,38,15
3,1866,37,10,38,16
3,1867,37,10,38,17
3,1868,37,10,38,18
NA,1869,NA,1,38,19
NA,1870,NA,1,38,20
NA,1871,NA,1,38,21
NA,1872,NA,1,38,22
NA,1873,NA,1,38,23
NA,1874,NA,1,38,24
NA,1875,NA,1,38,25
NA,1876,NA,1,38,26
22,1877,30,10,38,27
22,1878,30,10,38,28
22,1879,30,10,38,29
22,1880,30,10,38,30
22,1881,30,10,38,31
22,1882,30,10,38,32
22,1883,30,10,38,33
NA,1884,NA,1,38,34
NA,1885,NA,1,38,35
NA,1886,NA,1,38,36
NA,1887,NA,1,38,37
NA,1888,NA,1,38,38
NA,1889,NA,1,38,39
NA,1890,NA,1,38,40
NA,1891,NA,1,38,41
NA,1892,NA,1,38,42
NA,1893,NA,1,38,43
NA,1894,NA,1,38,44
NA,1895,NA,1,38,45
NA,1896,NA,1,38,46
NA,1897,NA,1,38,47
NA,1898,NA,1,38,48
NA,1899,NA,1,38,49
NA,1900,NA,1,38,50
30,1901,39,10,39,1
30,1902,39,10,39,2
30,1903,39,10,39,3
30,1904,39,10,39,4
30,1905,39,10,39,5
30,1906,39,10,39,6
NA,1907,NA,1,39,7
NA,1908,NA,1,39,8
NA,1909,NA,1,39,9
NA,1910,NA,1,39,10
3,1911,37,10,39,11
3,1912,37,10,39,12
3,1913,37,10,39,13
3,1914,37,10,39,14
3,1915,37,10,39,15
3,1916,37,10,39,16
3,1917,37,10,39,17
3,1918,37,10,39,18
3,1919,37,10,39,19
NA,1920,NA,1,39,20
NA,1921,NA,1,39,21
NA,1922,NA,1,39,22
NA,1923,NA,1,39,23
NA,1924,NA,1,39,24
NA,1925,NA,1,39,25
NA,1926,NA,1,39,26
NA,1927,NA,1,39,27
16,1928,44,10,39,28
22,1929,30,10,39,29
22,1930,30,10,39,30
22,1931,30,10,39,31
22,1932,30,10,39,32
22,1933,30,10,39,33
NA,1934,NA,1,39,34
NA,1935,NA,1,39,35
NA,1936,NA,1,39,36
NA,1937,NA,1,39,37
NA,1938,NA,1,39,38
NA,1939,NA,1,39,39
NA,1940,NA,1,39,40
NA,1941,NA,1,39,41
NA,1942,NA,1,39,42
NA,1943,NA,1,39,43
NA,1944,NA,1,39,44
NA,1945,NA,1,39,45
NA,1946,NA,1,39,46
NA,1947,NA,1,39,47
NA,1948,NA,1,39,48
NA,1949,NA,1,39,49
NA,1950,NA,1,39,50
30,1951,39,10,40,1
30,1952,39,10,40,2
30,1953,39,10,40,3
30,1954,39,10,40,4
30,1955,39,10,40,5
30,1956,39,10,40,6
NA,1957,NA,1,40,7
NA,1958,NA,1,40,8
NA,1959,NA,1,40,9
NA,1960,NA,1,40,10
NA,1961,NA,1,40,11
3,1962,37,10,40,12
3,1963,37,10,40,13
3,1964,37,10,40,14
NA,1965,NA,1,40,15
3,1966,37,10,40,16
3,1967,37,10,40,17
3,1968,37,10,40,18
NA,1969,NA,1,40,19
NA,1970,NA,1,40,20
NA,1971,NA,1,40,21
NA,1972,NA,1,40,22
NA,1973,NA,1,40,23
NA,1974,NA,1,40,24
NA,1975,NA,1,40,25
NA,1976,NA,1,40,26
16,1977,44,10,40,27
16,1978,44,10,40,28
16,1979,44,10,40,29
22,1980,30,10,40,30
22,1981,30,10,40,31
22,1982,30,10,40,32
15,1983,29,10,40,33
NA,1984,NA,1,40,34
NA,1985,NA,1,40,35
NA,1986,NA,1,40,36
NA,1987,NA,1,40,37
NA,1988,NA,1,40,38
NA,1989,NA,1,40,39
NA,1990,NA,1,40,40
NA,1991,NA,1,40,41
37,1992,30,10,40,42
NA,1993,NA,1,40,43
NA,1994,NA,1,40,44
NA,1995,NA,1,40,45
NA,1996,NA,1,40,46
NA,1997,NA,1,40,47
NA,1998,NA,1,40,48
NA,1999,NA,1,40,49
NA,2000,NA,1,40,50
30,2001,39,10,41,1
30,2002,39,10,41,2
NA,2003,NA,1,41,3
NA,2004,NA,1,41,4
30,2005,39,10,41,5
NA,2006,NA,1,41,6
NA,2007,NA,1,41,7
NA,2008,NA,1,41,8
NA,2009,NA,1,41,9
NA,2010,NA,1,41,10
NA,2011,NA,1,41,11
NA,2012,NA,1,41,12
NA,2013,NA,1,41,13
NA,2014,NA,1,41,14
NA,2015,NA,1,41,15
NA,2016,NA,1,41,16
NA,2017,NA,1,41,17
NA,2018,NA,1,41,18
NA,2019,NA,1,41,19
NA,2020,NA,1,41,20
NA,2021,NA,1,41,21
NA,2022,NA,1,41,22
NA,2023,NA,1,41,23
NA,2024,NA,1,41,24
NA,2025,NA,1,41,25
NA,2026,NA,1,41,26
16,2027,44,10,41,27
16,2028,44,10,41,28
16,2029,44,10,41,29
16,2030,44,10,41,30
NA,2031,NA,1,41,31
15,2032,29,10,41,32
15,2033,29,10,41,33
15,2034,29,10,41,34
15,2035,29,10,41,35
NA,2036,NA,1,41,36
NA,2037,NA,1,41,37
NA,2038,NA,1,41,38
NA,2039,NA,1,41,39
37,2040,30,10,41,40
37,2041,30,10,41,41
37,2042,30,10,41,42
37,2043,30,10,41,43
NA,2044,NA,1,41,44
NA,2045,NA,1,41,45
NA,2046,NA,1,41,46
NA,2047,NA,1,41,47
NA,2048,NA,1,41,48
NA,2049,NA,1,41,49
